key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method,table,confirmed_star_cluster
eso_154-023,44.21,-54.573056,ESO 154-023,,1,1,1.7217,0.2667,0.2667,39.0,,,0.49,,,,Li2026ApJS..282...16L,28.84,0.02,0.02,Tully2009AJ....138..323T,12.08,,,Karachentsev2013AJ....145..101K,574.0,2.0,2.0,,,,,Koribalski2004AJ....128...16K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,Koribalski2004AJ....128...16K,,,,,,,,,-16.76,,,8.94,5861.38,0.0,0.0,271.8087792,-54.3050415,-2394.46,-4462.5,-2951.01,5861.24,6045.14,5941.3,nan,9.14,,,,,,424.69,408.01,,,,,2926.04,447.98,452.1,2089.61,319.92,322.86,23.41,trgb,dwarf_local_field_distant,
eso_199-007,44.517083,-49.3825,ESO 199-007,,1,1,0.2737,0.0153,0.0153,,,,0.63,0.02,0.02,,Carlsten2021ApJ...922..267C,28.9,0.06,0.06,Tully2009AJ....138..323T,16.27,0.09,0.09,Carlsten2021ApJ...922..267C,630.0,18.0,18.0,,,,,Doyle2005MNRAS.361...34D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,Doyle2005MNRAS.361...34D,,,,,,,,,-12.63,0.09,0.09,7.29,6025.6,0.0,0.0,263.9952274,-57.0662083,-1954.35,-4737.13,-3169.85,6026.06,6147.47,6074.45,nan,7.25,,,,,,489.94,479.23,,,,,479.12,26.48,26.72,291.41,18.1,17.92,23.26,trgb,dwarf_local_field_distant,
eso_215-009,164.375833,-48.178889,ESO 215-009,ngc_5128,1,1,0.4717,0.01,0.01,,,,,,,,Warren2004AJ....128.1152W,28.69,0.02,0.02,Tully2009AJ....138..323T,14.77,,,Karachentsev2013AJ....145..101K,598.0,1.0,1.0,,,,,Kirby2012MNRAS.420.2924K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,3.1,3.1,,Kirby2012MNRAS.420.2924K,,,,,,,,,-13.92,,,7.8,5470.16,0.0,0.0,284.0635666,10.4747483,-4495.48,1313.59,-2826.27,5468.22,6206.04,5836.77,2704.84,8.85,,,,,,368.23,289.78,,,,,750.19,15.68,15.82,750.19,15.68,15.82,24.03,trgb,dwarf_local_field_distant,
eso_219-010,194.04,-50.143889,ESO219-010,ngc_5128,1,1,,,,,,,,,,,,28.4,0.18,0.18,Jerjen2000AJ....119..166J,12.33,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.07,,,8.66,4786.3,0.0,0.0,303.7074825,12.7207476,-4536.71,1168.93,-980.07,4781.91,5553.99,5169.8,1276.05,,,,,,,,,,,,,,,,,,,,sbf,dwarf_local_field_distant,
eso_222-010,218.7624999999999,-49.42166666666667,ESO 222-010,,1,1,,,,,,,,,,,,27.49,,,Anand2021AJ....162...80A,13.89,,,Karachentsev2013AJ....145..101K,620.0,18.0,18.0,,,,,Doyle2005MNRAS.361...34D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.586,,,,Doyle2005MNRAS.361...34D,,,,,,,,,-13.6,,,7.67,3147.75,0.0,0.0,319.7054425,10.0458485,-3096.91,531.84,185.98,3141.65,3881.63,3512.39,nan,7.25,,,,,,474.65,403.3,,,,,,,,,,,,,dwarf_local_field_distant,
eso_245-005,26.265,-43.5981,ESO 245-005,,1,1,1.7305,0.0822,0.0822,,,,0.4,0.02,0.02,,Carlsten2021ApJ...922..267C,28.3,0.06,0.06,Tully2009AJ....138..323T,12.03,0.09,0.09,Carlsten2021ApJ...922..267C,393.0,1.0,1.0,,,,,Kirby2012MNRAS.420.2924K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6,2.6,2.6,,Kirby2012MNRAS.420.2924K,,,,,,,,,-16.27,0.09,0.09,8.74,4570.88,0.0,0.0,273.0762675,-70.2893807,-1103.44,-4158.4,-1543.71,4570.74,4582.81,4560.37,nan,8.6,,,,,,303.2,307.43,,,,,2298.64,107.64,108.63,1780.47,89.12,89.15,23.55,trgb,dwarf_local_field_distant,
eso_269-037,195.8882925,-46.586861,ESO 269-037,ngc_5128,1,1,,,,,,,,,,,,27.59,0.06,0.06,Tully2009AJ....138..323T,15.51,,,Karachentsev2013AJ....145..101K,743.8,2.1,2.1,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.02,0.02,,Karachentsev2013AJ....145..101K,,,,,,,,,-12.08,,,7.07,3296.1,0.0,0.0,305.0994396,16.2338925,-3092.38,989.89,-567.06,3291.62,4068.3,3681.96,501.24,5.55,,,,,,560.17,481.24,,,,,,,,,,,,,dwarf_local_field_distant,
eso_269-058,197.637083,-46.99083,ESO 269-058,ngc_5128,1,1,,,,,,,,,,,,27.87,0.01,0.01,Tully2009AJ....138..323T,12.52,,,Karachentsev2013AJ....145..101K,400.0,18.0,18.0,,,,,Banks1999ApJ...524..612B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.112,,,,Banks1999ApJ...524..612B,,,,,,,,,-15.35,,,8.37,3749.73,0.0,0.0,306.3160632,15.7553077,-3541.9,1088.14,-575.65,3745.11,4520.34,4134.75,316.68,7.37,,,,,,219.01,140.49,,,,,,,,,,,,,dwarf_local_field_distant,
eso_269-066,198.2883333,-44.89,ESO 269-066,ngc_5128,1,1,0.6767,,,,,,,,,,Muller2017A&A...597A...7M,27.91,,,Karachentsev2013AJ....145..101K,14.02,,,Karachentsev2013AJ....145..101K,784.0,31.0,31.0,,,,,Jerjen2000AJ....119..166J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,Karachentsev2013AJ....145..101K,,,,,,,,,-13.89,,,7.79,3819.44,0.0,0.0,306.9689998,17.811461,-3576.62,1233.48,-523.9,3814.8,4591.38,4205.19,234.92,,4.92,,,,,606.95,528.36,,,,,751.8,,,751.8,,,24.06,,dwarf_local_field_distant,
eso_272-025,220.85625,-44.705278,ESO 272-025,,1,1,,,,,,,,,,,,27.96,,,Tully2009AJ....138..323T,13.39,,,Karachentsev2013AJ....145..101K,631.0,18.0,18.0,,,,,Doyle2005MNRAS.361...34D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.514,,,,Doyle2005MNRAS.361...34D,,,,,,,,,-14.57,,,8.06,3908.41,0.0,0.0,323.0211866,13.7540585,-3777.89,882.44,473.85,3902.11,4636.37,4270.24,nan,6.74,,,,,,499.36,429.03,,,,,,,,,,,,,dwarf_local_field_distant,
eso_273-014,224.62625,-47.698611,ESO 273-014,,1,1,,,,,,,,,,,,29.98,,,Karachentsev2013AJ....145..101K,11.02,,,Makarov2014A&A...570A..13M,1052.0,2.0,2.0,,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.8,,,,Makarov2014A&A...570A..13M,,,,,,,,,-18.96,,,9.82,9908.32,0.0,0.0,324.0128616,9.9045324,-9695.12,1569.65,1309.86,9901.85,10617.77,10261.82,nan,9.6,,,,,,921.46,852.84,,,,,,,,,,,,tf,dwarf_local_field_distant,
eso_290-028,344.288333,-42.805,ESO 290-028,ngc_7424,1,1,5.63,,,,,,0.1,,,,Karachentsev2025PASA...42...26K,29.97,,,,13.67,,,Makarov2014A&A...570A..13M,929.0,3.0,3.0,,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,Makarov2014A&A...570A..13M,,,,,,,,,-16.3,,,8.75,9862.79,,,351.3844599,-62.0414294,-3832.82,-8943.48,1611.96,9859.03,9857.78,9852.65,298.57,8.63,,,,,,910.86,918.71,,,,,16152.31,,,15323.42,,,28.2,host,dwarf_local_field_distant,
eso_300-016,47.54375,-40.003056,ESO 300-016,ngc_1291,1,1,0.3533,0.0183,0.0183,,,,,,,,Carlsten2022ApJ...933...47C,29.85,,,Anand2021AJ....162...80A,15.48,0.09,0.09,Carlsten2022ApJ...933...47C,710.0,3.0,3.0,,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,Makarov2014A&A...570A..13M,,,,,,,,,-14.37,0.09,0.09,7.98,9332.54,0.0,0.0,246.0991705,-58.6179837,-1560.47,-7412.26,-5451.58,9334.26,9336.33,9326.37,378.93,7.9,,,,,,583.71,582.43,,,,,958.17,49.04,49.49,958.17,49.04,49.49,24.11,trgb,dwarf_local_field_distant,
eso_301-007,50.352,-41.998,ESO 301-007,ngc_1291,1,1,0.3067,0.0167,0.0167,,,,,,,,Carlsten2022ApJ...933...47C,29.72,0.25,0.24,Carlsten2022ApJ...933...47C,15.95,0.09,0.09,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.77,0.09,0.09,7.74,8790.23,0.0,0.0,248.7642482,-56.0870212,-1789.03,-6747.87,-5341.69,8791.87,8833.18,8803.18,341.28,,,,,,,,,,,,,783.26,41.99,42.38,783.26,41.99,42.38,24.27,sbf,dwarf_local_field_distant,
eso_301-010,50.817,-40.678,ESO 301-010,ngc_1291,1,1,0.2683,0.015,0.015,,,,,,,,Carlsten2022ApJ...933...47C,29.43,0.32,0.28,Carlsten2022ApJ...933...47C,15.23,0.09,0.09,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.2,0.09,0.09,7.91,7691.3,0.0,0.0,246.3201952,-56.036327,-1395.39,-5892.97,-4741.52,7693.13,7725.8,7698.79,1398.0,,,,,,,,,,,,,599.65,33.07,33.37,599.65,33.07,33.37,23.26,sbf,dwarf_local_field_distant,
eso_320-014,174.4725,-39.220556,ESO 320-014,,1,1,,,,,,,,,,,,28.89,0.04,0.04,Tully2009AJ....138..323T,14.92,,,Karachentsev2013AJ....145..101K,654.2,18.0,18.0,,,,,Doyle2005MNRAS.361...34D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,,,,Karachentsev2013AJ....145..101K,,,,,,,,,-13.97,,,7.82,5997.91,0.0,0.0,287.7082338,21.4671427,-4850.39,2485.78,-2503.9,5995.62,6757.79,6377.33,nan,7.32,,,,,,442.97,362.38,,,,,,,,,,,,trgb,dwarf_local_field_distant,
eso_321-014,183.4566667,-38.2313889,ESO 321-014,ngc_5128,1,1,0.5767,0.0383,0.0383,22.0,,,0.39,,,,Li2026ApJS..282...16L,27.61,0.09,0.09,Tully2009AJ....138..323T,14.5,,,Karachentsev2013AJ....145..101K,609.4,1.7,1.7,,,,,Begum2008MNRAS.386.1667B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.1,0.1,,Begum2008MNRAS.386.1667B,,,,,,,,,-13.11,,,7.48,3326.6,0.0,0.0,294.8532481,24.0496495,-2806.24,1475.5,-1007.04,3323.49,4099.01,3712.58,945.06,6.53,,,,,,414.01,333.24,,,,,557.25,36.55,36.88,435.23,28.55,28.81,23.65,,dwarf_local_field_distant,
eso_324-024,201.90583,-41.48056,ESO 324-024,ngc_5128,1,1,,,,,,,,,,,,27.89,0.05,0.05,Tully2009AJ....138..323T,12.09,,,Karachentsev2013AJ....145..101K,514.0,18.0,18.0,,,,,Doyle2005MNRAS.361...34D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.463,,,,Doyle2005MNRAS.361...34D,,,,,,,,,-15.8,,,8.55,3784.43,0.0,0.0,310.174893,20.8817268,-3508.01,1389.47,-291.68,3779.54,4553.73,4168.73,146.0,8.18,,,,,,349.22,271.47,,,,,,,,,,,,,dwarf_local_field_distant,
eso_325-011,206.2520833,-41.8611111,ESO 325-011,ngc_5128,1,1,0.7683,,,,,,,,,,Muller2017A&A...597A...7M,27.66,0.03,0.03,Tully2009AJ....138..323T,13.15,,,Muller2017A&A...597A...7M,544.0,1.0,1.0,,,,,Kirby2012MNRAS.420.2924K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,0.9,0.9,,Kirby2012MNRAS.420.2924K,,,,,,,,,-14.51,,,8.04,3404.08,0.0,0.0,313.5037785,19.9083186,-3193.37,1175.86,-86.9,3398.83,4167.29,3785.0,362.56,7.87,,,,,,387.5,311.13,,,,,760.81,,,760.81,,,23.47,,dwarf_local_field_distant,
eso_346-007,343.34875,-38.799722,ESO 346-007,ngc_7424,1,1,1.6,,,,,,0.68,,,,Karachentsev2025PASA...42...26K,29.97,,,,14.75,,,Karachentsev2025PASA...42...26K,890.0,15.0,15.0,,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,Makarov2014A&A...570A..13M,,,,,,,,,-15.22,,,8.32,9862.79,,,0.0264235,-62.7901619,-3316.62,-9054.44,2071.69,9859.08,9810.06,9828.8,411.63,7.51,,,,,,889.03,902.13,,,,,4590.35,,,2596.7,,,25.42,host,dwarf_local_field_distant,
eso_349-031,2.0554166666666664,-34.57833333333333,ESO 349-031,ngc_7793,1,1,0.3772,0.0193,0.0193,,,,0.13,0.02,0.02,,Carlsten2021ApJ...922..267C,27.53,0.04,0.04,Tully2009AJ....138..323T,15.19,0.09,0.09,Carlsten2021ApJ...922..267C,221.0,6.0,6.0,,,,,Koribalski2004AJ....128...16K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5,,,Lianou2013A&A...549A..47L,5.598,,,,Koribalski2004AJ....128...16K,,,,,,,,,-12.34,0.09,0.09,7.17,3206.27,0.0,0.0,351.4797202,-78.1167024,-546.65,-3159.24,22.61,3204.63,3114.52,3136.81,459.18,7.13,,-1.5,,,isochrone,208.52,229.61,,,,,351.4,17.77,17.93,327.74,16.97,17.15,23.81,,dwarf_local_field_distant,
eso_379-007,178.679167,-33.558056,ESO 379-007,,1,1,,,,,,,,,,,,28.68,0.06,0.06,Tully2009AJ....138..323T,15.97,,,Karachentsev2013AJ....145..101K,644.0,1.7,1.7,,,,,Begum2008MNRAS.386.1667B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Begum2008MNRAS.386.1667B,,,,,,,,,-12.71,,,7.32,5445.03,0.0,0.0,289.5840257,27.8392458,-4259.65,2774.41,-1950.97,5442.62,6205.81,5824.88,nan,7.54,,,,,,446.85,366.56,,,,,,,,,,,,trgb,dwarf_local_field_distant,
eso_379-024,181.23625,-35.743056,ESO 379-024,,1,1,,,,,,,,,,,,28.69,,,Tully2009AJ....138..323T,15.79,,,Karachentsev2013AJ....145..101K,632.4,18.0,18.0,,,,,Doyle2005MNRAS.361...34D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,Doyle2005MNRAS.361...34D,,,,,,,,,-12.9,,,7.39,5470.16,0.0,0.0,292.4329382,26.1790529,-4451.37,2626.49,-1791.52,5467.38,6237.62,5853.58,nan,7.38,,,,,,436.52,355.9,,,,,,,,,,,,trgb,dwarf_local_field_distant,
eso_381-018,191.17499999999995,-35.96638888888889,ESO 381-018,ngc_5128,1,1,0.2267,,,,,,,,,,Muller2017A&A...597A...7M,28.68,0.05,0.05,Tully2009AJ....138..323T,14.69,,,Muller2017A&A...597A...7M,624.5,,,,,,,Doyle2005MNRAS.361...34D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,Doyle2005MNRAS.361...34D,,,,,,,,,-13.99,,,7.83,5445.03,0.0,0.0,301.4033939,26.8853606,-4669.14,2594.37,-1056.74,5441.26,6218.35,5831.57,1946.41,7.36,,,,,,447.05,367.22,,,,,359.02,,,359.02,,,22.36,,dwarf_local_field_distant,
eso_381-020,191.5,-33.83694444444445,ESO 381-020,ngc_5128,1,1,0.5317,,,,,,,,,,Muller2017A&A...597A...7M,28.69,0.05,0.05,Tully2009AJ....138..323T,13.56,,,Muller2017A&A...597A...7M,589.0,1.0,1.0,,,,,Kirby2012MNRAS.420.2924K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,1.7,1.7,,Kirby2012MNRAS.420.2924K,,,,,,,,,-15.13,,,8.29,5470.16,0.0,0.0,301.6405775,29.021168,-4604.21,2780.37,-996.73,5466.44,6240.66,5855.19,2019.38,8.37,,,,,,415.85,336.38,,,,,845.99,,,845.99,,,23.08,,dwarf_local_field_distant,
eso_383-087,207.3208333333333,-36.06333333333333,ESO 383-087,ngc_5128,1,1,1.39,,,,,,,,,,Muller2017A&A...597A...7M,27.52,0.02,0.02,Tully2009AJ....138..323T,10.45,,,Muller2017A&A...597A...7M,326.0,2.0,2.0,,,,,Koribalski2004AJ....128...16K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,4.2,4.2,0.0,Koribalski2004AJ....128...16K,,,,,,,,,-17.07,,,9.06,3191.54,0.0,0.0,315.8400507,25.3542817,-2883.09,1366.83,73.91,3186.28,3949.29,3569.4,698.22,7.82,,,,,,183.07,107.68,,,,,1290.45,,,1290.45,,,22.05,,dwarf_local_field_distant,
eso_384-016,209.255708,-35.332972,ESO 384-016,ngc_5128,1,1,0.2783,,,,,,,,,,Muller2017A&A...597A...7M,28.26,0.03,0.03,Tully2009AJ....138..323T,14.2,,,Muller2017A&A...597A...7M,561.0,,,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,Karachentsev2013AJ....145..101K,,,,,,,,,-14.06,,,7.86,4487.45,0.0,0.0,317.732251,25.6467807,-4045.27,1927.65,239.23,4482.04,5238.97,4862.22,1064.37,6.69,,,,,,424.06,349.58,,,,,363.32,,,363.32,,,22.31,,dwarf_local_field_distant,
eso_443-009,193.725,-28.340833333333332,ESO 443-009,ngc_5128,1,1,0.2517,,,,,,,,,,Muller2017A&A...597A...7M,28.88,0.1,0.1,Tully2009AJ....138..323T,16.41,,,Muller2017A&A...597A...7M,645.0,,,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.738,,,,Karachentsev2013AJ....145..101K,,,,,,,,,-12.47,,,7.22,5970.35,0.0,0.0,303.856553,34.5246987,-4782.69,3489.73,-769.93,5966.63,6728.53,6348.87,2631.61,7.16,,,,,,487.3,409.56,,,,,437.07,,,437.07,,,24.3,,dwarf_local_field_distant,
eso_444-084,204.33416666666665,-28.046111111111113,ESO 444-084,m_083,1,1,0.53,0.0333,0.0333,310.0,,,0.3,,,,Li2026ApJS..282...16L,28.32,0.19,0.19,Karachentsev2002A&A...385...21K,14.31,,,Muller2015A&A...583A..79M,587.0,3.0,3.0,,,,,Koribalski2004AJ....128...16K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,,,,Koribalski2004AJ....128...16K,,,,,,,,,-14.01,,,7.84,4613.18,0.0,0.0,315.1204473,33.7369861,-3833.34,2563.08,132.37,4608.39,5359.28,4985.06,322.3,7.9,,,,,,454.81,380.32,,,,,710.29,44.07,44.48,594.27,36.87,37.21,23.43,,dwarf_local_field_distant,
eso_472-015,1.701667,-24.944722,ESO 472-015,ngc_0024,1,1,1.53,,,,,,0.56,,,,Karachentsev2025PASA...42...26K,29.32,,,,15.93,,,Karachentsev2025PASA...42...26K,655.0,46.0,46.0,,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.39,,,7.59,7311.39,,,42.7250462,-79.7435225,-105.42,-7293.67,497.68,7310.33,7040.96,7166.96,90.66,,,,,,,678.7,712.56,,,,,3254.0,,,2158.46,,,26.85,host,dwarf_local_field_distant,
eso_540-032,12.60134,-19.90672,ESO 540-032,ngc_0253,1,1,0.48,0.0233,0.0233,-45.0,,,0.4,,,,Kirby2008AJ....136.1866K,27.8,0.03,0.03,Jacobs2009AJ....138..332J,16.04,,,Karachentsev2013AJ....145..101K,227.7,0.9,0.9,,,,,Bouchard2005AJ....130.2058B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346,0.019,0.019,,Bouchard2005AJ....130.2058B,,,,,,,,,-11.76,,,6.94,3630.78,0.0,0.0,121.0017922,-82.7745976,438.15,-3594.22,-268.6,3631.32,3327.08,3460.55,373.29,6.03,,,,,,245.62,284.57,,,,,506.44,24.28,24.5,392.29,18.81,18.98,24.78,,dwarf_local_field_distant,
f8d1,146.1914583,67.44102778,F8D1,m_081,1,1,1.98,0.01,0.01,90.4,5.1,5.1,0.12,0.01,0.01,,Zemaitis2023MNRAS.518.2497Z,27.82,0.03,0.03,Zemaitis2023MNRAS.518.2497Z,13.83,0.04,0.04,Zemaitis2023MNRAS.518.2497Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,0.0013,0.0013,0.53,0.01,0.01,Zemaitis2023MNRAS.518.2497Z,,,,,-1.14,0.09,0.09,Zemaitis2023MNRAS.518.2497Z,,,,,,,,,,,,,,-13.99,0.04,0.04,7.83,3664.38,0.0,0.0,144.6144447,40.9493629,2745.57,2425.43,-82.52,3669.38,3425.69,3525.75,131.11,,,-1.14,0.09,0.09,isochrone,,,,,,,2110.31,10.5,10.6,1979.57,14.99,14.81,26.06,,dwarf_local_field_distant,
fm_1,146.2916667,68.765,FM1,m_081,1,1,0.5467,0.0383,0.0383,,,,,,,,Carlsten2022ApJ...933...47C,27.89,0.05,0.05,Tully2009AJ....138..323T,15.51,0.09,0.09,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.38,0.09,0.09,7.19,3784.43,0.0,0.0,143.102185,40.2885108,2872.32,2464.02,-17.19,3789.39,3529.23,3638.42,181.72,,,,,,,,,,,,,600.92,41.58,41.96,600.92,41.58,41.96,25.08,,dwarf_local_field_distant,
galfa_dw3,44.73541666666666,13.629277777777778,GALFA Dw3,,1,1,0.2103,0.02,0.02,56.4,1.7,1.7,0.54,0.03,0.03,,Bennet2022ApJ...924...98B,29.41,0.08,0.08,Bennet2022ApJ...924...98B,16.6,0.2,0.2,Bennet2022ApJ...924...98B,503.0,35.0,35.0,,,,,Sand2015ApJ...806...95S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,Saul2012ApJ...758...44S,,,,,,,,,-12.81,0.2,0.2,7.36,7620.79,0.0,0.0,164.1419167,-38.8322703,5300.13,-4455.16,-3183.81,7626.88,7048.37,7329.91,nan,6.84,,,,,,540.73,596.19,,,,,465.35,43.68,44.09,315.42,31.57,31.54,23.26,,dwarf_local_field_distant,
galfa_dw4,86.43624999999999,10.771027777777778,GALFA Dw4,,1,1,0.1137,0.01,0.01,100.4,1.8,1.8,0.58,0.05,0.05,,Bennet2022ApJ...924...98B,27.46,0.12,0.12,Bennet2022ApJ...924...98B,15.7,0.2,0.2,Bennet2022ApJ...924...98B,607.0,35.0,35.0,,,,,Sand2015ApJ...806...95S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,Saul2012ApJ...758...44S,,,,,,,,,-11.76,0.2,0.2,6.94,3104.56,0.0,0.0,195.6607317,-9.3216726,1610.24,-212.91,-2645.77,3112.28,2961.56,3008.98,nan,6.08,,,,,,528.06,542.39,,,,,102.46,8.9,8.98,66.24,7.01,7.04,20.92,,dwarf_local_field_distant,
garland,150.925,68.693,GARLAND,ngc_3077,1,0,,,,,,,,,,,,27.91,0.24,0.24,Karachentsev2002A&A...383..125K,16.2,,,Karachentsev2013AJ....145..101K,43.0,17.0,17.0,,,,,Karachentsev1985MNRAS.217..731K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.71,,,6.92,3819.44,0.0,0.0,141.9152194,41.7121911,2842.23,2550.84,55.19,3824.22,3576.61,3679.61,35.51,,,,,,,153.69,182.98,,,,,,,,,,,,,dwarf_local_field_distant,
ghosts_1,148.3070833333333,69.50073055555555,GHOSTS I,,1,1,0.065,0.005,0.005,-39.43,10.0,10.0,0.47,0.07,0.07,,Monachesi2014ApJ...780..179M,30.4,0.4,0.33,Monachesi2014ApJ...780..179M,20.6,0.28,0.28,Monachesi2014ApJ...780..179M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.8,0.28,0.28,6.15,12022.64,0.0,0.0,141.7768718,40.481925,9117.52,7835.11,160.82,12027.5,11715.16,11863.56,nan,,,,,,,,,,,,,226.96,17.23,17.39,164.65,16.55,16.84,24.85,,dwarf_local_field_distant,
grapes,178.023333,54.792222,Grapes,,1,1,,,,,,,,,,,,28.88,,,Anand2021AJ....162...80A,17.93,,,Karachentsev2013AJ....145..101K,321.0,210.0,210.0,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.95,,,6.61,5970.35,0.0,0.0,140.2637857,60.2939867,2954.83,5170.65,422.39,5973.45,5930.58,5937.83,nan,,,,,,,400.64,407.86,,,,,,,,,,,,trgb,dwarf_local_field_distant,
